Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
BF55854,Nevada,College,Employed,F,Suburban,Married,Luxury Car,29505
GP19791,California,College,Employed,F,Suburban,Married,Two-Door Car,31356
II16403,California,College,Employed,F,Rural,Single,Luxury SUV,31456
SS28002,Arizona,High School or Below,Employed,F,Urban,Married,Four-Door Car,95284
VT97066,Nevada,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
FH97700,Washington,Bachelor,Employed,F,Rural,Single,Two-Door Car,62864
NB96938,Oregon,College,Medical Leave,M,Suburban,Married,Four-Door Car,22842
HY32811,California,Bachelor,Employed,F,Urban,Single,Four-Door Car,67186
MB69465,Arizona,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
LE12086,Oregon,College,Employed,F,Urban,Married,Four-Door Car,68946
IO89174,Oregon,Bachelor,Employed,F,Suburban,Single,SUV,56680
DB26077,Arizona,High School or Below,Retired,F,Suburban,Married,SUV,18866
NB98740,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,82875
EL82767,Arizona,College,Unemployed,F,Suburban,Married,SUV,0
AK54675,California,Bachelor,Employed,F,Suburban,Divorced,SUV,84863
EW67766,California,College,Unemployed,F,Suburban,Married,SUV,0
JS36743,California,Bachelor,Employed,M,Suburban,Single,Four-Door Car,54753
TV20901,California,College,Employed,F,Suburban,Married,Two-Door Car,76381
LQ20969,California,Bachelor,Employed,M,Urban,Married,Four-Door Car,59523
BZ33435,Arizona,Bachelor,Employed,F,Rural,Married,Four-Door Car,56017
OA55110,Arizona,Master,Medical Leave,M,Urban,Divorced,Four-Door Car,14306
YJ42538,Arizona,Bachelor,Employed,F,Suburban,Married,Sports Car,21359
XB64207,Arizona,Bachelor,Employed,F,Urban,Married,SUV,86101
KZ80424,Washington,Bachelor,Employed,M,Suburban,Married,Four-Door Car,25998
BC34309,California,Master,Employed,F,Rural,Single,Four-Door Car,64341
JC34468,California,High School or Below,Employed,F,Urban,Married,Sports Car,36060
ON34922,Oregon,High School or Below,Employed,M,Urban,Married,Four-Door Car,61894
MQ93707,Oregon,High School or Below,Disabled,M,Suburban,Divorced,Four-Door Car,26721
SY28542,Nevada,Bachelor,Employed,F,Urban,Single,Four-Door Car,59940
RA29518,Washington,Master,Employed,M,Rural,Married,SUV,45971
No34698,Oregon,Bachelor,Employed,M,Rural,Married,SUV,80055
VK37392,Arizona,College,Employed,M,Urban,Married,Four-Door Car,58345
LJ43082,Oregon,College,Unemployed,F,Rural,Divorced,Two-Door Car,0
FI90697,Oregon,Bachelor,Employed,M,Urban,Married,SUV,76549
DR93103,Arizona,Master,Employed,F,Rural,Married,Two-Door Car,36212
XR37151,California,Bachelor,Unemployed,F,Suburban,Single,Sports Car,0
ZZ43513,California,High School or Below,Employed,M,Urban,Married,SUV,73597
QW81912,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,63762
AZ50087,California,Bachelor,Employed,M,Suburban,Married,Two-Door Car,32787
HQ87008,California,Bachelor,Employed,F,Suburban,Married,Two-Door Car,94962
FM30352,Oregon,High School or Below,Unemployed,F,Suburban,Single,Luxury Car,0
PD30266,California,College,Employed,F,Urban,Married,SUV,73809
GA50461,Oregon,Bachelor,Medical Leave,F,Suburban,Married,SUV,13037
FY84962,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
GT14584,Oregon,College,Employed,F,Rural,Married,SUV,75272
IA87250,Arizona,Master,Employed,F,Rural,Divorced,Four-Door Car,39278
MM67983,Oregon,Bachelor,Employed,M,Rural,Married,Four-Door Car,36913
MW40110,California,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
SH93005,California,College,Retired,M,Suburban,Single,Four-Door Car,13528
KD69941,California,Bachelor,Unemployed,M,Suburban,Single,SUV,0
JV38934,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
XI16714,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
DG68667,Arizona,Doctor,Medical Leave,M,Suburban,Divorced,SUV,12617
AR40217,Oregon,High School or Below,Employed,F,Urban,Divorced,Two-Door Car,42754
IM73868,Oregon,College,Unemployed,M,Suburban,Single,Sports Car,0
BR44176,California,High School or Below,Employed,F,Suburban,Married,Two-Door Car,76157
MY51849,Oregon,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
FQ61281,Oregon,High School or Below,Employed,M,Suburban,Married,Luxury Car,58958
NJ72300,Oregon,Bachelor,Unemployed,F,Suburban,Married,SUV,0
YO81740,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
WM25415,Oregon,High School or Below,Employed,F,Urban,Divorced,Two-Door Car,34430
GU41036,Oregon,High School or Below,Disabled,M,Suburban,Married,SUV,13411
NN66592,California,Bachelor,Employed,M,Urban,Married,Four-Door Car,73758
TO29918,California,High School or Below,Unemployed,F,Suburban,Divorced,Sports Car,0
PF53601,Oregon,Bachelor,Medical Leave,M,Suburban,Divorced,Luxury SUV,17130
TF61492,Washington,College,Unemployed,F,Suburban,Single,Four-Door Car,0
PD52748,Oregon,High School or Below,Unemployed,F,Suburban,Single,SUV,0
TF68928,Arizona,Bachelor,Disabled,M,Urban,Single,Four-Door Car,10517
VZ79366,California,College,Employed,M,Suburban,Married,Four-Door Car,58842
SQ53118,California,College,Employed,M,Suburban,Married,Four-Door Car,22355
QZ56257,Washington,High School or Below,Unemployed,F,Suburban,Single,Luxury Car,0
ZI34278,Arizona,Bachelor,Medical Leave,F,Suburban,Single,Four-Door Car,21137
ZB82406,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
OP93305,California,High School or Below,Employed,M,Suburban,Single,Four-Door Car,78255
CK31454,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,35625
FX81675,California,College,Employed,F,Suburban,Divorced,Four-Door Car,87957
BK85520,Oregon,College,Employed,F,Suburban,Single,Two-Door Car,25915
KB18303,California,College,Employed,M,Urban,Married,Sports Car,62464
GX47381,California,High School or Below,Unemployed,M,Suburban,Married,SUV,0
RX31862,California,High School or Below,Employed,M,Urban,Married,Two-Door Car,49529
YQ58965,California,Bachelor,Retired,F,Suburban,Divorced,Four-Door Car,23376
HG60406,California,College,Unemployed,M,Suburban,Single,Four-Door Car,0
BC52397,Arizona,College,Employed,M,Rural,Married,Two-Door Car,67952
AR69517,California,College,Retired,M,Suburban,Divorced,Four-Door Car,25251
JJ23168,Arizona,High School or Below,Employed,F,Suburban,Married,Four-Door Car,20497
NB39218,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,68420
FP95606,Arizona,College,Employed,F,Rural,Married,Sports Car,24711
YP27180,California,College,Employed,F,Rural,Divorced,SUV,76530
JK74110,California,High School or Below,Employed,M,Urban,Married,Four-Door Car,98333
MC85738,California,Bachelor,Unemployed,F,Suburban,Divorced,SUV,0
CE78778,Oregon,College,Unemployed,F,Suburban,Single,Four-Door Car,0
LT72149,Nevada,High School or Below,Unemployed,M,Suburban,Married,SUV,0
ZC89812,Arizona,Bachelor,Unemployed,M,Suburban,Divorced,Four-Door Car,0
GF68713,Oregon,Bachelor,Employed,M,Suburban,Married,Four-Door Car,24695
HB23001,California,Bachelor,Employed,M,Rural,Married,Two-Door Car,26287
DH99299,California,College,Employed,M,Suburban,Married,Four-Door Car,83846
RA61917,Washington,High School or Below,Employed,F,Suburban,Single,Four-Door Car,76081
KM65135,Oregon,College,Disabled,M,Suburban,Single,Four-Door Car,14957
RR37482,Washington,High School or Below,Employed,M,Rural,Married,Four-Door Car,41727
WM24870,Nevada,College,Employed,F,Rural,Divorced,Two-Door Car,89092
EC78254,Washington,College,Employed,F,Rural,Married,Four-Door Car,53986
CQ19667,Oregon,Bachelor,Employed,F,Suburban,Single,Four-Door Car,49853
AY43037,Oregon,High School or Below,Employed,M,Suburban,Single,Luxury Car,36670
GN36177,Nevada,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,43626
VL36269,Washington,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
UA58104,California,College,Employed,F,Rural,Married,Four-Door Car,76505
GR12431,California,College,Employed,F,Rural,Single,Sports Car,66216
IV37346,Oregon,College,Employed,F,Suburban,Divorced,Two-Door Car,52497
VU99589,Arizona,High School or Below,Employed,F,Suburban,Married,Sports Car,20090
VV61641,Oregon,High School or Below,Unemployed,F,Suburban,Single,SUV,0
ZY26831,California,Bachelor,Employed,F,Rural,Single,Four-Door Car,37751
IP84574,Oregon,College,Employed,F,Suburban,Single,Four-Door Car,54840
XF33416,Oregon,College,Employed,F,Suburban,Divorced,Four-Door Car,31986
PV62583,Nevada,College,Medical Leave,M,Suburban,Married,SUV,22166
QK29271,California,Bachelor,Unemployed,M,Suburban,Single,Luxury Car,0
ZF58696,California,High School or Below,Unemployed,M,Suburban,Single,Sports Car,0
PK37320,Oregon,Master,Employed,F,Urban,Married,Two-Door Car,83838
EP35930,Oregon,Master,Employed,F,Rural,Married,Two-Door Car,46061
TS34391,Oregon,College,Employed,M,Urban,Married,SUV,50825
ST65635,Arizona,College,Retired,F,Suburban,Married,Two-Door Car,14030
AQ25590,Washington,High School or Below,Medical Leave,F,Suburban,Divorced,Two-Door Car,20282
QK37708,California,Bachelor,Employed,M,Suburban,Married,SUV,50146
EY83434,Washington,High School or Below,Unemployed,M,Suburban,Married,SUV,0
DQ55516,California,Bachelor,Employed,F,Suburban,Single,SUV,20472
KS72802,Oregon,Master,Employed,F,Urban,Married,Four-Door Car,85751
PE32165,California,High School or Below,Employed,F,Rural,Married,Sports Car,76912
XO78284,Arizona,Master,Employed,M,Rural,Single,Four-Door Car,96335
HS39343,Washington,Bachelor,Disabled,F,Urban,Married,Luxury Car,29633
ZF77631,California,Master,Employed,M,Rural,Married,Four-Door Car,80540
ZE60021,Nevada,High School or Below,Medical Leave,F,Suburban,Married,Sports Car,14465
IU15885,Washington,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
HI16116,Oregon,Master,Employed,F,Suburban,Married,Four-Door Car,29899
WH41496,Washington,College,Unemployed,M,Suburban,Married,SUV,0
IQ24777,Nevada,Bachelor,Employed,M,Urban,Married,Four-Door Car,71391
CA55066,Arizona,High School or Below,Employed,M,Suburban,Single,Four-Door Car,57449
LG87047,California,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,14209
TK38732,Oregon,High School or Below,Employed,M,Urban,Married,SUV,47824
KH94432,Arizona,Doctor,Employed,F,Rural,Married,Four-Door Car,48696
ID21652,Washington,Bachelor,Employed,F,Rural,Married,Two-Door Car,79189
RV90030,California,High School or Below,Unemployed,F,Suburban,Single,Sports Car,0
CK36026,Arizona,Bachelor,Medical Leave,F,Suburban,Married,Two-Door Car,23870
UR27848,California,College,Unemployed,M,Suburban,Divorced,Two-Door Car,0
KP68957,California,Bachelor,Employed,F,Rural,Married,Four-Door Car,41059
LC86277,Oregon,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,19447
UW55977,Washington,Bachelor,Employed,M,Rural,Married,Four-Door Car,94392
RE46032,Nevada,College,Medical Leave,M,Suburban,Single,SUV,23203
CG69038,Washington,College,Employed,M,Rural,Married,Two-Door Car,38157
IR73545,Oregon,College,Unemployed,M,Suburban,Single,SUV,0
CR85257,Oregon,High School or Below,Employed,M,Suburban,Single,Two-Door Car,99761
JX88012,Oregon,College,Employed,F,Urban,Married,SUV,98350
ED44765,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,25318
TW81986,Arizona,Bachelor,Employed,F,Urban,Married,SUV,51721
HA56889,Nevada,Bachelor,Unemployed,F,Suburban,Single,Sports Car,0
EB72669,California,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
CH95772,California,College,Employed,M,Urban,Single,Four-Door Car,68321
OZ62735,Arizona,Bachelor,Employed,M,Urban,Married,Sports Car,69161
UN50538,Oregon,Bachelor,Employed,F,Urban,Married,Four-Door Car,72667
JS76871,Oregon,High School or Below,Employed,M,Rural,Married,Four-Door Car,62082
UG42487,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
TB56369,California,Bachelor,Employed,F,Rural,Single,Four-Door Car,36551
ZN27753,Oregon,Bachelor,Employed,M,Suburban,Married,Four-Door Car,70524
FH22442,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,60477
LV81383,Washington,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
HI34993,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,40376
KW59167,Oregon,College,Employed,F,Suburban,Married,Four-Door Car,72608
BL44722,Nevada,High School or Below,Employed,F,Suburban,Divorced,Four-Door Car,46587
QV11152,Arizona,High School or Below,Employed,M,Suburban,Married,Two-Door Car,34398
SG53084,California,Bachelor,Employed,F,Rural,Married,Four-Door Car,70432
EZ30537,Oregon,Doctor,Employed,F,Rural,Married,Luxury Car,79655
AY35050,Arizona,College,Unemployed,F,Suburban,Married,Two-Door Car,0
UQ59692,California,Bachelor,Employed,F,Rural,Married,SUV,73457
JF11031,California,College,Unemployed,M,Suburban,Single,Four-Door Car,0
DE53644,California,Bachelor,Employed,F,Suburban,Married,Two-Door Car,23059
KR53335,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
AJ89108,California,Bachelor,Employed,F,Suburban,Single,Luxury Car,51643
MZ10085,Nevada,High School or Below,Employed,M,Suburban,Married,Sports Car,72531
EV68966,California,College,Employed,M,Rural,Married,SUV,87840
PS28082,Arizona,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,57563
MX89333,Arizona,Bachelor,Unemployed,M,Suburban,Married,Two-Door Car,0
OE14751,Oregon,Doctor,Employed,M,Suburban,Married,Two-Door Car,31278
YI73667,Nevada,College,Unemployed,F,Suburban,Married,Four-Door Car,0
AX70794,California,High School or Below,Employed,M,Suburban,Single,Two-Door Car,47122
BF69918,Oregon,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
KE61355,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,60260
HG65194,Oregon,College,Unemployed,F,Suburban,Single,SUV,0
GV68933,Arizona,High School or Below,Disabled,M,Suburban,Married,SUV,12677
LM76366,Nevada,High School or Below,Employed,M,Suburban,Married,Two-Door Car,28564
PS57128,California,Bachelor,Employed,F,Rural,Single,Four-Door Car,41341
AH55475,Arizona,College,Employed,M,Suburban,Married,SUV,44246
LE91297,Oregon,Master,Unemployed,M,Suburban,Married,Four-Door Car,0
IF18508,California,High School or Below,Employed,F,Rural,Single,Four-Door Car,70610
YE87442,Arizona,High School or Below,Employed,F,Suburban,Married,SUV,34831
QD85803,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,30374
SF25048,California,College,Employed,M,Urban,Married,SUV,50825
FH39423,Oregon,Master,Employed,F,Rural,Married,Four-Door Car,80727
LW43630,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,71269
XO17798,Washington,High School or Below,Employed,M,Suburban,Married,Four-Door Car,45794
IN15077,California,High School or Below,Employed,M,Urban,Married,Sports Car,99874
NE16405,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,76731
TU82820,California,Master,Employed,M,Suburban,Divorced,SUV,73019
FR26341,Oregon,Master,Disabled,M,Urban,Married,Four-Door Car,19112
MT27589,Oregon,College,Employed,M,Suburban,Single,Luxury SUV,58414
UG72692,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
MP95255,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,66676
EM16179,Arizona,College,Employed,F,Suburban,Single,Four-Door Car,69011
DR77208,California,Bachelor,Unemployed,M,Rural,Married,Two-Door Car,0
PR31509,Nevada,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
SE33381,Arizona,Bachelor,Unemployed,F,Suburban,Single,SUV,0
BW43011,California,High School or Below,Unemployed,M,Suburban,Single,SUV,0
YP96182,Oregon,Master,Employed,M,Rural,Divorced,Four-Door Car,31385
WI58274,Oregon,College,Employed,F,Rural,Married,Sports Car,68261
YF26585,Nevada,High School or Below,Employed,M,Suburban,Married,Sports Car,92324
UH76090,California,Bachelor,Unemployed,F,Suburban,Single,SUV,0
VF36700,Oregon,Master,Retired,F,Urban,Single,Four-Door Car,20983
CS32416,Oregon,Bachelor,Employed,M,Suburban,Single,Two-Door Car,68004
AT18041,California,High School or Below,Employed,F,Suburban,Married,Two-Door Car,63471
TB54645,Oregon,Bachelor,Disabled,F,Urban,Married,Four-Door Car,27369
LX11170,Oregon,High School or Below,Employed,F,Rural,Married,Four-Door Car,36839
RO43614,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
QS36363,Arizona,High School or Below,Employed,F,Suburban,Married,SUV,26149
FX72157,Oregon,High School or Below,Employed,F,Urban,Single,Four-Door Car,52440
XC43591,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,24571
PJ71030,Oregon,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
JH14651,Washington,Master,Employed,M,Urban,Married,Four-Door Car,60244
YG42297,Arizona,College,Unemployed,M,Urban,Married,Four-Door Car,0
TY31217,Washington,Bachelor,Employed,F,Suburban,Single,Luxury Car,51643
KU69274,Arizona,High School or Below,Disabled,F,Suburban,Married,SUV,17157
MU53420,Oregon,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
RE36747,Nevada,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,17308
IN78205,Arizona,College,Unemployed,F,Suburban,Single,SUV,0
AH39293,California,College,Employed,M,Suburban,Divorced,Two-Door Car,72302
IF30418,California,Master,Employed,F,Rural,Single,Four-Door Car,34990
QH51455,Arizona,College,Unemployed,M,Suburban,Married,Four-Door Car,0
UZ60774,Nevada,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
AD63766,Oregon,Bachelor,Unemployed,M,Suburban,Married,Two-Door Car,0
MN19541,Arizona,College,Unemployed,M,Suburban,Single,Four-Door Car,0
SF38922,Oregon,College,Employed,M,Rural,Married,SUV,33760
ST91578,California,Master,Unemployed,M,Rural,Divorced,Four-Door Car,0
AP52565,Arizona,High School or Below,Employed,F,Urban,Married,Four-Door Car,70328
BT68954,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
NU93648,Arizona,Bachelor,Unemployed,M,Urban,Married,Two-Door Car,0
OU60143,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,60021
EC51047,California,Bachelor,Employed,F,Suburban,Single,Four-Door Car,31991
EV46476,California,Bachelor,Disabled,M,Suburban,Married,SUV,20169
HB59616,Washington,College,Unemployed,F,Suburban,Single,Two-Door Car,0
RA34556,California,High School or Below,Disabled,M,Suburban,Divorced,Four-Door Car,20178
